"# 文本key","文本value"
"desc_210029_up_1","<NengLiJinJie>「To Begin」 Use Concealed Weapon Moves</>"
"desc_210029_up_2","<NengLiJinJie>「Become Expert」 Use Concealed Weapon Moves</>"
"desc_210029_up_3","<NengLiJinJie>「Become Veteran」 Use Concealed Weapon Moves</>"
"desc_210029_up_4","<NengLiJinJie>「Become Master」 Use Concealed Weapon Moves</>"
"desc_210029_up_5","<NengLiJinJie>「Become Guru」 Use Concealed Weapon Moves</>"
"desc_210029_up_6","<NengLiJinJie>「Become Sage」 Use Concealed Weapon Moves</>"
"desc_210030_fun_1","<AbDesc>Begging yields items worth up to {0}</>"
"desc_210030_fun_2","<AbDesc>Begging yields items worth up to {0}</>"
"desc_210030_fun_3","<AbDesc>Begging yields items worth up to {0}</>"
"desc_210030_fun_4","<AbDesc>Begging yields items worth up to {0}</>"
"desc_210030_fun_5","<AbDesc>Begging yields items worth up to {0}</>"
"desc_210030_fun_6","<AbDesc>Begging yields items worth up to {0}</>"
"desc_210030_up_1","<NengLiJinJie>「To Begin」 Practice by begging</>"
"desc_210030_up_2","<NengLiJinJie>「Become Expert」 Practice by begging</>"
"desc_210030_up_3","<NengLiJinJie>「Become Veteran」 Practice by begging</>"
"desc_210030_up_4","<NengLiJinJie>「Become Master」 Practice by begging</>"
"desc_210030_up_5","<NengLiJinJie>「Become Guru」 Practice by begging</>"
"desc_210030_up_6","<NengLiJinJie>「Become Sage」 Said to be the secret lore of the 「Su Family」</>"
"desc_210031_fun_1","<AbDesc>Detection range {0}%</>"
"desc_210031_fun_2","<AbDesc>Detection range {0}%</>"
"desc_210031_fun_3","<AbDesc>Detection range {0}%</>"
"desc_210031_fun_4","<AbDesc>Detection range {0}%</>"
"desc_210031_fun_5","<AbDesc>Detection range {0}%</>"
"desc_210031_fun_6","<AbDesc>Detection range {0}%</>"
"desc_210031_up_1","<NengLiJinJie>「To Begin」 Move under Sneak. You train faster when there are more people around.</>"
"desc_210031_up_2","<NengLiJinJie>「Become Expert」 Move under Sneak. You train faster when there are more people around.</>"
"desc_210031_up_3","<NengLiJinJie>「Become Veteran」 Move under Sneak. You train faster when there are more people around.</>"
"desc_210031_up_4","<NengLiJinJie>「Become Master」 Move under Sneak. You train faster when there are more people around.</>"
"desc_210031_up_5","<NengLiJinJie>「Become Guru」 Move under Sneak. You train faster when there are more people around.</>"
"desc_210031_up_6","<NengLiJinJie>「Become Sage」 Said to be the secret lore of the 「Shi Family」</>"
"desc_210032_fun_1","<AbDesc>Unlock Verbal Duel 「Long Story Short」</>"
"desc_210032_fun_2","<AbDesc>Unlock Verbal Duel 「Beat Around the Bush」</>"
"desc_210032_fun_3","<AbDesc>Unlock Verbal Duel 「Pride Turned Humble」</>"
"desc_210032_fun_4","<AbDesc>Unlock Verbal Duel 「Case For Yourself」</>"
"desc_210032_fun_5","<AbDesc>Unlock Verbal Duel 「Stretching Matters」</>"
"desc_210032_fun_6","<AbDesc>Unlock Verbal Duel 「Words of Wisdom」</>"
"desc_210032_up_1","<NengLiJinJie>「To Begin」 Win Debates</>"
"desc_210032_up_2","<NengLiJinJie>「Become Expert」 Win Debates</>"
"desc_210032_up_3","<NengLiJinJie>「Become Veteran」 Win Debates</>"
"desc_210032_up_4","<NengLiJinJie>「Become Master」 Win Debates</>"
"desc_210032_up_5","<NengLiJinJie>「Become Guru」 Win Debates</>"
"desc_210032_up_6","<NengLiJinJie>「Become Sage」 Win Debates</>"
"desc_210033_fun_1","<AbDesc>Add 1 chance for Rethink</>"
"desc_210033_fun_2","<AbDesc>Add 1 chance for Rethink</>"
"desc_210033_fun_3","<AbDesc>Add 1 chance for Rethink</>"
"desc_210033_fun_4","<AbDesc>Add 1 chance for Rethink</>"
"desc_210033_fun_5","<AbDesc>Add 1 chance for Rethink</>"
"desc_210033_fun_6","<AbDesc>Add 1 chance for Rethink</>"
"desc_210033_up_1","<NengLiJinJie>「To Begin」 Craft Verbal Duels in Debate</>"
"desc_210033_up_2","<NengLiJinJie>「Become Expert」 Craft Verbal Duels in Debate</>"
"desc_210033_up_3","<NengLiJinJie>「Become Veteran」 Craft Verbal Duels in Debate</>"
"desc_210033_up_4","<NengLiJinJie>「Become Master」 Craft Verbal Duels in Debate</>"
"desc_210033_up_5","<NengLiJinJie>「Become Guru」 Craft Verbal Duels in Debate</>"
"desc_210033_up_6","<NengLiJinJie>「Become Sage」 Craft Verbal Duels in Debate</>"
"desc_210034_fun_1","<AbDesc>Enhance {0} Spirits</>"
"desc_210034_fun_2","<AbDesc>Enhance {0} Spirits</>"
"desc_210034_fun_3","<AbDesc>Enhance {0} Spirits</>"
"desc_210034_fun_4","<AbDesc>Enhance {0} Spirits</>"
"desc_210034_fun_5","<AbDesc>Enhance {0} Spirits</>"
"desc_210034_fun_6","<AbDesc>Enhance {0} Spirits</>"
"desc_210034_up_1","<NengLiJinJie>「To Begin」Engage in Debate</>"
"desc_210034_up_2","<NengLiJinJie>「Become Expert」 Engage in Debate</>"
"desc_210034_up_3","<NengLiJinJie>「Become Veteran」 Engage in Debate</>"
"desc_210034_up_4","<NengLiJinJie>「Become Master」 Engage in Debate</>"
"desc_210034_up_5","<NengLiJinJie>「Become Guru」 Engage in Debate</>"
"desc_210034_up_6","<NengLiJinJie>「Become Sage」 Engage in Debate</>"
"desc_210035_fun_1","<AbDesc>Add 1 chance for Verbal Duel removal</>"
"desc_210035_fun_2","<AbDesc>Add 1 chance for Verbal Duel removal</>"
"desc_210035_fun_3","<AbDesc>Add 1 chance for Verbal Duel removal</>"
"desc_210035_fun_4","<AbDesc>Add 1 chance for Verbal Duel removal</>"
"desc_210035_fun_5","<AbDesc>Add 1 chance for Verbal Duel removal</>"
"desc_210035_fun_6","<AbDesc>Add 1 chance for Verbal Duel removal</>"
"desc_210035_up_1","<NengLiJinJie>「To Begin」 Remove Verbal Duels in Debate</>"
"desc_210035_up_2","<NengLiJinJie>「Become Expert」 Remove Verbal Duels in Debate</>"
"desc_210035_up_3","<NengLiJinJie>「Become Veteran」 Remove Verbal Duels in Debate</>"
"desc_210035_up_4","<NengLiJinJie>「Become Master」 Remove Verbal Duels in Debate</>"
"desc_210035_up_5","<NengLiJinJie>「Become Guru」 Remove Verbal Duels in Debate</>"
"desc_210035_up_6","<NengLiJinJie>「Become Sage」 Remove Verbal Duels in Debate</>"
"desc_210036_fun_1","<AbDesc>Add 1 more Verbal Duel choice</>"
"desc_210036_fun_2","<AbDesc>Add 1 more Verbal Duel choice</>"
"desc_210036_fun_3","<AbDesc>Add 1 more Verbal Duel choice</>"
"desc_210036_up_1","<NengLiJinJie>「To Begin」 Trigger Verbal Duel effects in Debate</>"
"desc_210036_up_2","<NengLiJinJie>「Become Expert」 Trigger Verbal Duel effects in Debate</>"
"desc_210036_up_3","<NengLiJinJie>「Become Veteran」 Trigger Verbal Duel effects in Debate</>"
"task_command_name","<RenWu>Order: 「{0}」</>"
"task_receive","Accept Commission"
"task_publish","Release Commission"
"task_command","Issue Command"
"task_select_command","Select commands"
"task_editor_command","Edit instructions"
"task_done","Complete Commission"
"task_giveup","Abandon Quest"
"task_giveup_entrust","Abandon Commission"
"task_select_entrust","Choose a commission"
"task_editor_entrust","Editorial entrustment"
"task_giveup_command","Cancel Command"
"task_track","Track Quest"
"task_view","View task"
"task_select","Select the task"
"task_end_time","「Time Left」 {0}"
"task_no_end_time","Time Left:no limits"
"task_has_receive","「Accepted」"
"task_executing","「Ongoing」"
"task_done_1","「Completed」"
"task_finish","Quest Completed"
"task_reward","Earned {0} coins"
"task_new","New Objective"
"task_type","Task Type"
"my_task","My Commission"
"task_entruster","Commission Giver"
"task_commander","Commander"
"task_receiver","Executor"
"task_other_entrust","His Commission"
"task_other_command","His Command"
"task_select_building","Select Building"
"task_option_desc_1","Objective"
"task_option_desc_2","Items"
"task_option_desc_3","Timed"
"task_option_desc_4","Offering"
"task_option_desc_5","Select Building"
"task_option_desc_6","Resource"
"task_option_desc_7","Deliver Items"
"task_option_desc_8","Punishment"
"task_option_desc_9","Select Land Mass"
"task_option_desc_10","Select Building Under Construction"
"task_option_desc_998","Quest Value"
"task_option_desc_999","Person Dispatched"
"task_option_show_move_item","View transported items"
"task_option_no_building","Building destroyed"
"task_option_no_bluepoint_building","Building blueprint destroyed"
"task_receive_panel_1","Personal Commission"
"task_receive_panel_2","Select Commission"
"task_receive_panel_3","Claim All"
"task_receive_panel_4","Submit Quest"
"task_talk_220000","I need Astringent now. Could you do me a favor please? \\nHere is my humble gift in return. Please kindly accept it."
"task_talk_220000_1","I need Astringent now,but I’ve got nothing to give you back. \\nCould you do me a favor please?"
"task_talk_220001","I want a handy weapon. Could you do me a favor please? \\nHere is my humble gift in return. Please kindly accept it."
"task_talk_220001_1","I want a handy weapon. Could you do me a favor please?\\nThough I’ve got nothing to give you back."
"task_talk_220002","I want a handy weapon,but I’ve got nothing to give you back. Could you do me a favor please? \\nHere is my humble gift in return. Please kindly accept it."
"task_talk_220002_1","I’m building a residence. Could you do me a favor please? Though I’ve got nothing to give you back."
"task_talk_220100","I’ve suffer an Ailment for a few days. Could you help me please? \\nHere is my humble gift in return. Please kindly accept it."
"task_talk_220100_1","I’ve suffer an Ailment for a few days. Could you help me please? Though I’ve got nothing to give you back."
"task_talk_220200","I have a feud to deal with. Could you do me a favor please?  \\nHere is my humble gift in return. Please kindly accept it."
"task_talk_220200_1","I have a feud to deal with. Could you help me please? Though I’ve got nothing to give you back."
"task_re_name_220000","<RenWu>Commission: 「Astringent」</>"
"task_re_name_220001","<RenWu>Commission: 「Weapon」</>"
"task_re_name_220002","<RenWu>Commission: 「Resource」</>"
"task_re_name_220100","<RenWu>Commission: 「Cure Ailment」</>"
"task_re_name_220200","<RenWu>Commission: 「Revenge」</>"
"content_title_1","<RenWu>Commission: 「Item Needed」</>"
"content_title_2","<RenWu>Commission: 「Protection」</>"
"content_title_3","<RenWu>Commission: 「Teach a Lesson」</>"
"content_title_4","<RenWu>Commission: 「Build」</>"
"content_title_5","<RenWu>Commission: 「Gather Resources」</>"
"content_title_6","<RenWu>Commission: 「Deliver Item」</>"
"content_title_7","<RenWu>Commission: 「Execute Rules」</>"
"content_title_8","<RenWu>Commission: 「Guard Building」</>"
"content_title_9","<RenWu>Commission: 「Collect Taxes」</>"
"content_title_10","<RenWu>Commission: 「Expand Territory」</>"
"content_title_11","<RenWu>Commission: 「Build Residence」</>"
"content_title_12","<RenWu>Commission: 「Marrow Refining Pill」</>"
"content_title_13","<RenWu>Commission: 「Warm Jade」</>"
"content_title_14","<RenWu>Commission: 「Drunken Peach Blossom」</>"
"content_title_15","<RenWu>Commission: 「Wine Jar」</>"
"content_title_16","<RenWu>Commission: 「Stone Chunk」</>"
"content_title_17","<RenWu>Commission: 「Horse Certificate」</>"
"content_title_100","Join Sect:「Make an Offering」"
"content_title_1000","Sect:「Attend Sect Council」"
"content_title_1001","Sect:「Destroy one’s Kungfu」"
"content_title_1002","Sect:「Death is insufficient for the crime」"
"content_title_1003","Sect:「3-day detention」"
"content_title_1004","Sect:「Build Enforcement Hall」"
"content_title_1005","Sect:「Build Smithy」"
"content_title_1006","Sect:「Build Music House」"
"content_title_1007","Sect:「Build Tavern」"
"content_title_1008","Sect:「Build Spring」"
"content_title_1009","Sect:「Build Stable」"
"content_title_1010","Sect:「Build Clinic」"
"content_title_1011","Sect:「Build Langya Pavilion」"
"content_title_1012","Sect:「Build Fabric Shop」"
"content_title_1013","Sect:「Build Village」"
"content_title_1014","Sect:「Guard Jail」"
"content_title_1015","Sect:「Manage Smithy」"
"content_title_1016","Sect:「Manage Music House」"
"content_title_1017","Sect:「Manage Tavern」"
"content_title_1018","Sect:「Manage Spring」"
"content_title_1019","Sect:「Manage Stable」"
"content_title_1020","Sect:「Manage Clinic」"
"content_title_1021","Sect:「Manage Langya Pavilion」"
"content_title_1022","Sect:「Manage Fabric Shop」"
"content_title_1023","Sect:「Transport Iron Ore」"
"content_title_1024","Sect:「Transport Ramie」"
"content_title_1025","Sect:「Gather Iron Ore」"
"content_title_1026","Sect:「Gather Stone Ore」"
"content_title_1027","Sect:「Gather Copper Ore」"
"content_title_1028","Sect:「Guard Village」"
"content_title_1030","Sect:「Gather Licorice」"
"content_title_1031","Sect:「Gather San Qi」"
"content_title_1032","Sect:「Gather May-lily」"
"content_title_1033","Sect:「Transport Licorice」"
"content_title_1034","Sect:「Transport San Qi」"
"content_title_1035","Sect:「Transport May-lily」"
"content_title_1036","Sect:「Gather Warm Jade」"
"content_title_1037","Sect:「Guard Enforcement Hall」"
"content_title_1038","Sect:「Guard Warehouse」"
"content_title_1039","Sect:「Guard Training Room」"
"content_title_1040","Sect:「Build City Guardian Temple」"
"content_title_10000","Karma:「Escape the area」"
"content_title_10001","Karma:「Submit ransom」"
"content_title_10002","Karma:「Ancestral treasure」"
"content_title_20000","Wonders:「Be blackmailed」"
"content_title_21000","Wonders:「Build Residence」"
"content_title_21001","Wonders:「Steal manual」"
"content_title_21002","Wonders:「Find the Enlightenment Stone in Longting」"
"content_title_21003","Wonders:「Learn:Inner Kungfu」"
"content_title_21004","Wonders: 「Weave Gear」"
"content_title_21005","Wonders:「Tame animals」"
"content_title_21006","Wonders:「Join Sect」"
"content_title_21007","Wonders:「Find the Enlightenment Stone」"
"content_title_30000","Event:「Attend Kungfu Contest」"
"content_title_desc_1","<TDNormal>Help </><TDName>{0}「{1}」 </><TDNormal>get</> <TDItem>「{2}」</> <TDNum>「{3} / {4}」</>"
"content_title_desc_2","<TDNormal>Help </><TDName>{0}「{1}」 </><TDNormal>get</> <TDItem>「{2}」</> <TDNum>「{3} / {4}」</>"
"content_title_desc_3","<TDNormal>Help </><TDName>{0}「{1}」 </><TDNormal>get</> <TDItem>「{2}」</> <TDNum>「{3} / {4}」</>"
"content_title_desc_4","<TDNormal>Help </><TDName>{0}「{1}」</><TDNormal>cure Ailment</>"
"content_title_desc_5","<TDNormal>Find </><TDName>{0}「{1}」</><TDNormal> and give their head to</> <TDName>{2}「{3}」</><TDNormal>"
"content_title_desc_6","<TDNormal>Help </><TDName>{0}「{1}」</><TDNormal>complete his </> <TDItem>「{2}」</><TDNormal>building</>"
"content_title_desc_100","<TDNormal>Hand in </><TDName>「{0}」 </><TDNormal>members </> <TDNum>1500</> <TDItem>Coins </><TDNormal>to join Sect</>"
"content_title_desc_101","<TDNormal>Recruit </><TDName>「{0}」 </><TDNormal>disciples only</>"
"content_title_desc_102","<TDNormal>Give </><TDName>「{0}」 </><TDNormal>members</> <TDItem>any items</> <TDNormal>worth</><TDNum> 3,000 </><TDNormal>to join Sect</>"
"content_title_desc_103","<TDNormal>「{0}」reaches </><TDName>「{1}」</>"
"content_title_desc_104","<TDNormal>Acquire 「{0}」 Skills</>"
"content_title_desc_105","<TDNormal>Activate 「{0}」 Inner Kungfu</>"
"content_title_desc_106","<TDNormal>Hand in </><TDName>「{0}」</><TDNormal>members </><TDNum>1</> <TDItem>top class gear </><TDNormal>to join Sect</>"
"content_title_desc_107","<TDNormal>Ability 「{0}」reaches 「{1}」</>"
"content_title_desc_1000","<<TDNormal>Go to the Sect Hall to attend the Sect Council before the Sect event </>"
"content_title_desc_1001","<<TDNormal>Arrest the one who breached sect rules and destroy one’s Kungfu </>"
"content_title_desc_1002","<<TDNormal>Kill the one who breached sect rules </>"
"content_title_desc_1003","<<TDNormal>Detain the one who breached sect rules for 3 days </>"
"content_title_desc_1014","<TDNormal>Guard Jail</>"
"content_title_desc_1015","<TDNormal>Manage a </><TDItem>「{0}」</>"
"content_title_desc_1023","<TDNormal>Transport some </><TDItem>Iron Ores </><TDNum>「{0} / {1}」</><TDNormal>to the Sect’s </><TDItem>Smithy</>"
"content_title_desc_1024","<TDNormal>Transport some </><TDItem>Ramie </><TDNum>「{0} / {1}」</><TDNormal>to the Sect’s </><TDItem>Fabric Shop</>"
"content_title_desc_1025","<TDNormal>Gather some </><TDItem>Iron Ores </><TDNum>「{0} / {1}」 </><TDNormal>and transport them to the Sect's </><TDItem>Warehouse</><TDNormal>'s </><TDItem>Grocery Cabinet</>"
"content_title_desc_1026","<TDNormal>Gather some </><TDItem>Stone Ores </><TDNum>「{0} / {1}」 </><TDNormal>and transport them to the Sect's </><TDItem>Warehouse</><TDNormal>'s </><TDItem>Grocery Cabinet</>"
"content_title_desc_1027","<TDNormal>Gather some </><TDItem>Copper Ores </><TDNum>「{0} / {1}」 </><TDNormal>and transport them to the Sect's </><TDItem>Warehouse</><TDNormal>'s </><TDItem>Grocery Cabinet</>"
"content_title_desc_1028","<TDNormal>Plant and gather some </><TDItem>Ramie </><TDNum>「{0} / {1}」 </><TDNormal>and transport them to the Sect's </><TDItem>Warehouse</><TDNormal>'s </><TDItem>Grocery Cabinet</>"
"content_title_desc_1029","<TDNormal>Transport some </><TDItem>Iron Ores </><TDNum>「{0} / {1}」</><TDNormal>to the Sect’s </><TDItem>Langya Pavilion</>"
"content_title_desc_1030","<TDNormal>Gather some </><TDItem>Licorice </><TDNum>「{0} / {1}」 </><TDNormal>and transport them to the Sect's </><TDItem>Warehouse</><TDNormal>'s </><TDItem>Grocery Cabinet</>"
"content_title_desc_1031","<TDNormal>Gather some </><TDItem>San Qi </><TDNum>「{0} / {1}」 </><TDNormal>and transport them to the Sect's </><TDItem>Warehouse</><TDNormal>'s </><TDItem>Grocery Cabinet</>"
"content_title_desc_1032","<TDNormal>Gather some </><TDItem>May-lilies </><TDNum>「{0} / {1}」 </><TDNormal>and transport them to the Sect's </><TDItem>Warehouse</><TDNormal>'s </><TDItem>Grocery Cabinet</>"
"content_title_desc_1033","<TDNormal>Transport some </><TDItem>Licorice </><TDNum>「{0} / {1}」</><TDNormal>to the Sect’s </><TDItem>Clinic</>"
"content_title_desc_1034","<TDNormal>Transport some </><TDItem>San Qi </><TDNum>「{0} / {1}」</><TDNormal>to the Sect’s </><TDItem>Clinic</>"
"content_title_desc_1035","<TDNormal>Transport some </><TDItem>May-lilies </><TDNum>「{0} / {1}」</><TDNormal>to the Sect’s </><TDItem>Clinic</>"
